ticket_number,date,time,article,Quantity,unit_price_euro,revenue
153151,1/24/2021,13:21,ECLAIR,1,2,2
153152,1/24/2021,13:23,TRADITIONAL BAGUETTE,1,1.2,1.2
153156,1/24/2021,13:38,COUPE,1,0.15,0.15
153156,1/24/2021,13:38,BOULE 200G,1,1.1,1.1
153160,1/24/2021,14:00,PAIN BANETTE,1,1.4,1.4
153163,1/25/2021,8:37,TRADITIONAL BAGUETTE,1,1.2,1.2
153163,1/25/2021,8:37,PAIN AU CHOCOLAT,1,1.2,1.2
153164,1/25/2021,8:38,CROISSANT,2,1.1,2.2
153164,1/25/2021,8:38,COUPE,1,0.15,0.15
153165,1/25/2021,8:41,PAIN AU CHOCOLAT,3,1.2,3.6
153165,1/25/2021,8:41,TRADITIONAL BAGUETTE,1,1.2,1.2
153166,1/25/2021,8:54,PAIN AU CHOCOLAT,5,1.2,6
153167,1/25/2021,9:03,COUPE,1,0.15,0.15
153167,1/25/2021,9:03,BAGUETTE,1,0.9,0.9
153168,1/25/2021,9:04,PAIN AU CHOCOLAT,2,1.2,2.4
153169,1/25/2021,9:18,CROISSANT AMANDES,1,1.4,1.4
153169,1/25/2021,9:18,CHAUSSON AUX POMMES,1,1.4,1.4
153170,1/25/2021,9:19,TRADITIONAL BAGUETTE,2,1.2,2.4
153170,1/25/2021,9:19,CROISSANT,2,1.1,2.2
153172,1/25/2021,9:30,TRADITIONAL BAGUETTE,2,1.2,2.4
153173,1/25/2021,9:32,CROISSANT,2,1.1,2.2
153175,1/25/2021,9:42,BANETTE,2,1.05,2.1
153176,1/25/2021,9:42,PAIN AUX RAISINS,2,1.4,2.8
153178,1/25/2021,9:51,CROISSANT,2,1.1,2.2
153179,1/25/2021,9:52,FLAN ABRICOT,2,2.1,4.2
153179,1/25/2021,9:52,PAIN AU CHOCOLAT,2,1.2,2.4
153182,1/25/2021,9:56,BANETTINE,1,0.6,0.6
153182,1/25/2021,9:56,TRADITIONAL BAGUETTE,1,1.2,1.2
153184,1/25/2021,10:00,PAIN AU CHOCOLAT,1,1.2,1.2
153185,1/25/2021,10:03,CROISSANT,4,1.1,4.4
153186,1/25/2021,10:07,TRADITIONAL BAGUETTE,2,1.2,2.4
153186,1/25/2021,10:07,PAIN AUX RAISINS,1,1.4,1.4
153188,1/25/2021,10:21,TRADITIONAL BAGUETTE,1,1.2,1.2
153190,1/25/2021,10:23,BAGUETTE,1,0.9,0.9
153194,1/25/2021,10:36,BAGUETTE,2,0.9,1.8
153195,1/25/2021,10:36,BANETTE,1,1.05,1.05
153195,1/25/2021,10:36,CROISSANT AMANDES,4,1.4,5.6
153195,1/25/2021,10:36,PAIN CHOCO AMANDES,2,1.5,3
153196,1/25/2021,10:37,TRADITIONAL BAGUETTE,1,1.2,1.2
153198,1/25/2021,10:42,BAGUETTE,1,0.9,0.9
153200,1/25/2021,10:50,TRADITIONAL BAGUETTE,1,1.2,1.2
153202,1/25/2021,11:05,TRADITIONAL BAGUETTE,1,1.2,1.2
153203,1/25/2021,11:10,CEREAL BAGUETTE,1,1.25,1.25
153204,1/25/2021,11:14,PAIN,1,1.15,1.15
153205,1/25/2021,11:21,PAIN AUX RAISINS,1,1.4,1.4
153205,1/25/2021,11:21,CROISSANT,1,1.1,1.1
153208,1/25/2021,11:32,CROISSANT,1,1.1,1.1
153208,1/25/2021,11:32,COUPE,1,0.15,0.15
153208,1/25/2021,11:32,SPECIAL BREAD,1,2.4,2.4
153211,1/25/2021,11:35,TRADITIONAL BAGUETTE,1,1.2,1.2
153215,1/25/2021,11:47,BANETTE,1,1.05,1.05
153216,1/25/2021,11:51,BOULE POLKA,2,1.6,3.2
153216,1/25/2021,11:51,COUPE,2,0.15,0.3
153219,1/25/2021,11:55,BAGUETTE,3,0.9,2.7
153220,1/25/2021,11:57,TRADITIONAL BAGUETTE,1,1.2,1.2
153221,1/25/2021,11:59,TRADITIONAL BAGUETTE,3,1.2,3.6
153223,1/25/2021,12:02,CROISSANT,1,1.1,1.1
153223,1/25/2021,12:02,TRADITIONAL BAGUETTE,1,1.2,1.2
153224,1/25/2021,12:06,BOULE 200G,1,1.1,1.1
153227,1/25/2021,12:18,BANETTE,1,1.05,1.05
153227,1/25/2021,12:18,COUPE,1,0.15,0.15
153227,1/25/2021,12:18,BOULE 400G,1,1.5,1.5
153233,1/25/2021,12:29,TRADITIONAL BAGUETTE,2,1.2,2.4
153235,1/25/2021,12:31,TRADITIONAL BAGUETTE,1,1.2,1.2
153236,1/25/2021,12:35,NANTAIS,1,2.5,2.5
153240,1/25/2021,12:45,COUPE,1,0.15,0.15
153242,1/25/2021,12:52,TRADITIONAL BAGUETTE,1,1.2,1.2
153244,1/25/2021,12:55,TRADITIONAL BAGUETTE,2,1.2,2.4
153245,1/25/2021,13:00,COMPLET,1,1.5,1.5
153245,1/25/2021,13:00,COUPE,1,0.15,0.15
153248,1/25/2021,13:08,TRADITIONAL BAGUETTE,1,1.2,1.2
153250,1/25/2021,13:10,COUPE,1,0.15,0.15
153250,1/25/2021,13:10,VIK BREAD,1,2.5,2.5
153252,1/25/2021,13:11,BANETTE,2,1.05,2.1
153258,1/25/2021,13:26,TRADITIONAL BAGUETTE,1,1.2,1.2
153260,1/25/2021,13:28,BANETTE,1,1.05,1.05
153261,1/25/2021,13:32,TRADITIONAL BAGUETTE,1,1.2,1.2
153263,1/25/2021,13:39,COUPE,2,0.15,0.3
153264,1/25/2021,13:43,BANETTE,1,1.05,1.05
153270,1/25/2021,13:54,SAND JB EMMENTAL,-1,3.5,-3.5
153272,1/25/2021,13:55,SPECIAL BREAD,1,2.4,2.4
153274,1/25/2021,17:00,COUPE,1,0.15,0.15
153275,1/25/2021,17:04,DEMI BAGUETTE,1,0.45,0.45
153276,1/25/2021,17:20,COUPE,1,0.15,0.15
153277,1/25/2021,17:27,TRADITIONAL BAGUETTE,1,1.2,1.2
153278,1/25/2021,17:34,COUPE,1,0.15,0.15
153279,1/25/2021,17:37,BANETTE,1,1.05,1.05
153280,1/25/2021,17:48,CHOU CHANTILLY,1,2,2
153281,1/25/2021,17:58,FINANCIER X5,1,3,3
153281,1/25/2021,17:58,KOUIGN AMANN,1,2.1,2.1
153283,1/25/2021,18:11,BOULE 400G,1,1.5,1.5
153286,1/25/2021,18:21,CAMPAGNE,1,1.8,1.8
153287,1/25/2021,18:29,FLAN ABRICOT,1,2.1,2.1
153289,1/25/2021,18:31,TRADITIONAL BAGUETTE,1,1.2,1.2
153290,1/25/2021,18:33,TRADITIONAL BAGUETTE,1,1.2,1.2
153292,1/25/2021,18:34,SPECIAL BREAD,1,2.4,2.4
153294,1/25/2021,18:37,COUPE,1,0.15,0.15
153297,1/26/2021,8:31,BANETTE,1,1.05,1.05
153298,1/26/2021,8:41,CROISSANT,2,1.1,2.2
153299,1/26/2021,8:42,TRADITIONAL BAGUETTE,1,1.2,1.2
153301,1/26/2021,8:51,PAIN AUX RAISINS,1,1.4,1.4
153301,1/26/2021,8:51,CAFE OU EAU,2,1,2
153302,1/26/2021,9:03,DEMI BAGUETTE,1,0.45,0.45
153302,1/26/2021,9:03,CROISSANT,2,1.1,2.2
153303,1/26/2021,9:05,CAFE OU EAU,2,1,2
153303,1/26/2021,9:05,COMPLET,1,1.5,1.5
153304,1/26/2021,9:07,CROISSANT AMANDES,1,1.4,1.4
153304,1/26/2021,9:07,COOKIE,1,1,1
153307,1/26/2021,9:11,FORMULE SANDWICH,1,6.5,6.5
153308,1/26/2021,9:12,PAIN AU CHOCOLAT,3,1.2,3.6
153308,1/26/2021,9:12,CROISSANT,2,1.1,2.2
153309,1/26/2021,9:14,PAIN AU CHOCOLAT,2,1.2,2.4
153311,1/26/2021,9:25,TRADITIONAL BAGUETTE,1,1.2,1.2
153320,1/26/2021,9:48,FORMULE SANDWICH,1,6.5,6.5
153323,1/26/2021,9:52,TRADITIONAL BAGUETTE,1,1.2,1.2
153324,1/26/2021,9:57,TRADITIONAL BAGUETTE,1,1.2,1.2
153326,1/26/2021,10:03,COOKIE,1,1,1
153327,1/26/2021,10:05,QUIM BREAD,-1,1,-1
153329,1/26/2021,10:09,SPECIAL BREAD,1,2.4,2.4
153331,1/26/2021,10:15,BAGUETTE,2,0.9,1.8
153332,1/26/2021,10:24,BANETTE,2,1.05,2.1
153333,1/26/2021,10:24,TRADITIONAL BAGUETTE,1,1.2,1.2
153335,1/26/2021,10:41,TRADITIONAL BAGUETTE,-3,1.2,-3.6
153336,1/26/2021,10:41,TRADITIONAL BAGUETTE,3,1.2,3.6
153337,1/26/2021,10:42,BANETTE,1,1.05,1.05
153343,1/26/2021,10:49,BAGUETTE,4,0.9,3.6
153344,1/26/2021,10:50,BAGUETTE,1,0.9,0.9
153347,1/26/2021,11:02,SANDWICH COMPLET,1,4.5,4.5
153348,1/26/2021,11:03,BANETTE,1,1.05,1.05
153349,1/26/2021,11:03,BAGUETTE,1,0.9,0.9
153350,1/26/2021,11:04,TRADITIONAL BAGUETTE,1,1.2,1.2
153352,1/26/2021,11:09,SEIGLE,1,1.8,1.8
153352,1/26/2021,11:09,COUPE,1,0.15,0.15
153353,1/26/2021,11:22,BANETTE,1,1.05,1.05
153354,1/26/2021,11:24,BANETTE,2,1.05,2.1
153355,1/26/2021,11:29,BANETTE,1,1.05,1.05
153358,1/26/2021,11:33,BAGUETTE,1,0.9,0.9
153360,1/26/2021,11:43,GAL FRANGIPANE 4P,1,8,8
153361,1/26/2021,11:44,TRADITIONAL BAGUETTE,1,1.2,1.2
153363,1/26/2021,11:47,BAGUETTE,6,0.9,5.4
153364,1/26/2021,11:48,BOULE 200G,1,1.1,1.1
153365,1/26/2021,11:52,COOKIE,6,1,6
153365,1/26/2021,11:52,PAIN AU CHOCOLAT,1,1.2,1.2
153365,1/26/2021,11:52,CROISSANT,1,1.1,1.1
153366,1/26/2021,11:56,SPECIAL BREAD,-1,2.4,-2.4
153366,1/26/2021,11:56,PAIN AU CHOCOLAT,-1,1.2,-1.2
153367,1/26/2021,11:56,BAGUETTE,1,0.9,0.9
153368,1/26/2021,11:56,COOKIE,6,1,6
153368,1/26/2021,11:56,FINANCIER X5,1,3,3
153369,1/26/2021,11:58,BOULE 400G,1,1.5,1.5
153370,1/26/2021,11:58,BOULE 400G,-1,1.5,-1.5
153372,1/26/2021,12:06,COUPE,2,0.15,0.3
153373,1/26/2021,12:07,BANETTINE,1,0.6,0.6
153373,1/26/2021,12:07,BANETTE,1,1.05,1.05
153374,1/26/2021,12:07,TRADITIONAL BAGUETTE,2,1.2,2.4
153375,1/26/2021,12:08,BAGUETTE,1,0.9,0.9
153380,1/26/2021,12:14,BANETTE,-1,1.05,-1.05
153381,1/26/2021,12:14,DEMI BAGUETTE,1,0.45,0.45
153387,1/26/2021,12:30,TRADITIONAL BAGUETTE,1,1.2,1.2
153389,1/26/2021,12:35,TARTELETTE,2,2,4
153392,1/26/2021,12:43,CHAUSSON AUX POMMES,2,1.4,2.8
153393,1/26/2021,12:44,COUPE,1,0.15,0.15
153396,1/26/2021,12:48,BOULE 400G,1,1.5,1.5
153396,1/26/2021,12:48,COUPE,1,0.15,0.15
153396,1/26/2021,12:48,SPECIAL BREAD,1,2.4,2.4
153397,1/26/2021,12:49,SEIGLE,1,1.8,1.8
153398,1/26/2021,12:50,CEREAL BAGUETTE,1,1.25,1.25
153399,1/26/2021,12:58,TRADITIONAL BAGUETTE,1,1.2,1.2
153404,1/26/2021,13:05,SACHET VIENNOISERIE,1,4,4
153404,1/26/2021,13:05,PAIN BANETTE,1,1.4,1.4
153405,1/26/2021,13:12,SANDWICH COMPLET,2,4.5,9
153405,1/26/2021,13:12,BANETTINE,1,0.6,0.6
153406,1/26/2021,13:13,COUPE,1,0.15,0.15
153409,1/26/2021,13:14,BAGUETTE,1,0.9,0.9
153410,1/26/2021,13:20,SPECIAL BREAD,1,2.4,2.4
153411,1/26/2021,13:25,FORMULE SANDWICH,1,6.5,6.5
153412,1/26/2021,13:27,COUPE,1,0.15,0.15
153412,1/26/2021,13:27,TRADITIONAL BAGUETTE,1,1.2,1.2
153413,1/26/2021,13:28,TRADITIONAL BAGUETTE,2,1.2,2.4
153414,1/26/2021,13:28,CEREAL BAGUETTE,1,1.25,1.25
153414,1/26/2021,13:28,COUPE,1,0.15,0.15
153414,1/26/2021,13:28,COMPLET,1,1.5,1.5
153418,1/26/2021,13:44,TRADITIONAL BAGUETTE,2,1.2,2.4
153422,1/26/2021,13:53,TRADITIONAL BAGUETTE,2,1.2,2.4
153423,1/26/2021,13:56,DIVERS SANDWICHS,1,2.5,2.5
153425,1/26/2021,17:04,BOULE POLKA,1,1.6,1.6
153426,1/26/2021,17:21,COMPLET,3,1.5,4.5
153426,1/26/2021,17:21,COUPE,3,0.15,0.45
153427,1/26/2021,17:30,FICELLE,2,0.6,1.2
153430,1/26/2021,17:32,FICELLE,2,0.6,1.2
153431,1/26/2021,17:35,TRADITIONAL BAGUETTE,3,1.2,3.6
153433,1/26/2021,17:38,TRADITIONAL BAGUETTE,1,1.2,1.2
153434,1/26/2021,17:40,TRADITIONAL BAGUETTE,1,1.2,1.2
153435,1/26/2021,17:46,BAGUETTE,2,0.9,1.8
153436,1/26/2021,17:53,DIVERS BOULANGERIE,1,2,2
153437,1/26/2021,17:54,MOISSON,1,2,2
153439,1/26/2021,17:57,TRADITIONAL BAGUETTE,1,1.2,1.2
153441,1/26/2021,18:01,PAIN AU CHOCOLAT,3,1.2,3.6
153442,1/26/2021,18:02,FONDANT CHOCOLAT,1,2.5,2.5
153442,1/26/2021,18:02,PAIN AU CHOCOLAT,2,1.2,2.4
153442,1/26/2021,18:02,KOUIGN AMANN,1,2.1,2.1
153444,1/26/2021,18:07,BOULE 400G,1,1.5,1.5
153444,1/26/2021,18:07,COUPE,1,0.15,0.15
153446,1/26/2021,18:14,TRADITIONAL BAGUETTE,1,1.2,1.2
153447,1/26/2021,18:18,TRADITIONAL BAGUETTE,2,1.2,2.4
153448,1/26/2021,18:21,KOUIGN AMANN,2,2.1,4.2
153448,1/26/2021,18:21,CROISSANT AMANDES,1,1.4,1.4
153448,1/26/2021,18:21,TRADITIONAL BAGUETTE,1,1.2,1.2
153450,1/26/2021,18:23,TRADITIONAL BAGUETTE,1,1.2,1.2
153451,1/26/2021,18:28,SACHET DE CROUTON,1,1.6,1.6
153451,1/26/2021,18:28,TRADITIONAL BAGUETTE,1,1.2,1.2
153452,1/26/2021,18:35,SPECIAL BREAD,1,2.4,2.4
153453,1/26/2021,18:36,TRADITIONAL BAGUETTE,1,1.2,1.2
153455,1/26/2021,18:42,TRADITIONAL BAGUETTE,2,1.2,2.4
153461,1/28/2021,8:56,CROISSANT,2,1.1,2.2
153465,1/28/2021,9:12,COMPLET,1,1.5,1.5
153465,1/28/2021,9:12,BAGUETTE,1,0.9,0.9
153468,1/28/2021,9:38,TRADITIONAL BAGUETTE,1,1.2,1.2
153471,1/28/2021,9:52,TRADITIONAL BAGUETTE,1,1.2,1.2
153472,1/28/2021,9:56,PAIN BANETTE,1,1.4,1.4
153473,1/28/2021,10:09,COUPE,1,0.15,0.15
153474,1/28/2021,10:10,PAIN BANETTE,1,1.4,1.4
153474,1/28/2021,10:10,PAIN,1,1.15,1.15
153475,1/28/2021,10:12,BANETTINE,1,0.6,0.6
153475,1/28/2021,10:12,TRADITIONAL BAGUETTE,1,1.2,1.2
153476,1/28/2021,10:13,PAIN,1,1.15,1.15
153477,1/28/2021,10:15,BAGUETTE,1,0.9,0.9
153478,1/28/2021,10:18,TRADITIONAL BAGUETTE,1,1.2,1.2
153479,1/28/2021,10:21,PAIN AU CHOCOLAT,4,1.2,4.8
153480,1/28/2021,10:23,TRADITIONAL BAGUETTE,1,1.2,1.2
153480,1/28/2021,10:23,CROISSANT,2,1.1,2.2
153481,1/28/2021,10:26,BANETTE,4,1.05,4.2
153482,1/28/2021,10:29,TRADITIONAL BAGUETTE,1,1.2,1.2
153483,1/28/2021,10:30,BAGUETTE,2,0.9,1.8
153487,1/28/2021,10:49,BANETTE,1,1.05,1.05
153491,1/28/2021,10:59,TRADITIONAL BAGUETTE,1,1.2,1.2
153492,1/28/2021,11:00,TRADITIONAL BAGUETTE,1,1.2,1.2
153494,1/28/2021,11:09,SPECIAL BREAD,1,2.4,2.4
153497,1/28/2021,11:15,PAIN BANETTE,1,1.4,1.4
153499,1/28/2021,11:20,CAFE OU EAU,1,1,1
153501,1/28/2021,11:23,BANETTINE,1,0.6,0.6
153502,1/28/2021,11:24,TRADITIONAL BAGUETTE,1,1.2,1.2
153502,1/28/2021,11:24,COUPE,1,0.15,0.15
153503,1/28/2021,11:26,COUPE,1,0.15,0.15
153504,1/28/2021,11:36,FICELLE,1,0.6,0.6
153505,1/28/2021,11:37,TRADITIONAL BAGUETTE,1,1.2,1.2
153507,1/28/2021,11:40,TRADITIONAL BAGUETTE,1,1.2,1.2
153510,1/28/2021,11:49,BOULE 200G,1,1.1,1.1
153510,1/28/2021,11:49,COUPE,1,0.15,0.15
153511,1/28/2021,11:52,COUPE,2,0.15,0.3
153512,1/28/2021,11:55,DEMI PAIN,1,0.6,0.6
153516,1/28/2021,12:08,TRADITIONAL BAGUETTE,1,1.2,1.2
153521,1/28/2021,12:21,TRADITIONAL BAGUETTE,1,1.2,1.2
153521,1/28/2021,12:21,BRIOCHE,1,5,5
153523,1/28/2021,12:24,FICELLE,1,0.6,0.6
153524,1/28/2021,12:25,BANETTE,1,1.05,1.05
153526,1/28/2021,12:32,TRADITIONAL BAGUETTE,1,1.2,1.2
153527,1/28/2021,12:35,TRADITIONAL BAGUETTE,1,1.2,1.2
153528,1/28/2021,12:38,COUPE,1,0.15,0.15
153531,1/28/2021,12:43,BAGUETTE,1,0.9,0.9
153532,1/28/2021,12:47,TRADITIONAL BAGUETTE,3,1.2,3.6
153533,1/28/2021,12:48,TRADITIONAL BAGUETTE,1,1.2,1.2
153533,1/28/2021,12:48,COUPE,2,0.15,0.3
153534,1/28/2021,12:49,TRADITIONAL BAGUETTE,2,1.2,2.4
153538,1/28/2021,12:53,BOISSON 33CL,-1,1.5,-1.5
153538,1/28/2021,12:53,SANDWICH COMPLET,-1,4.5,-4.5
153540,1/28/2021,12:54,TRADITIONAL BAGUETTE,2,1.2,2.4
153541,1/28/2021,12:54,BAGUETTE,1,0.9,0.9
153542,1/28/2021,12:56,SPECIAL BREAD,1,2.4,2.4
153544,1/28/2021,12:57,BANETTE,1,1.05,1.05
153546,1/28/2021,13:00,PAIN AU CHOCOLAT,4,1.2,4.8
153546,1/28/2021,13:00,BOULE 400G,1,1.5,1.5
153546,1/28/2021,13:00,BANETTE,3,1.05,3.15
153551,1/28/2021,13:12,SPECIAL BREAD,1,2.4,2.4
153551,1/28/2021,13:12,COUPE,1,0.15,0.15
153552,1/28/2021,13:13,SANDWICH COMPLET,1,4.5,4.5
153558,1/28/2021,13:25,FORMULE SANDWICH,1,6.5,6.5
153562,1/28/2021,13:40,TRADITIONAL BAGUETTE,4,1.2,4.8
153563,1/28/2021,13:42,FONDANT CHOCOLAT,1,2.5,2.5
153564,1/28/2021,13:43,COUPE,1,0.15,0.15
153564,1/28/2021,13:43,SPECIAL BREAD,1,2.4,2.4
153565,1/28/2021,13:45,TRADITIONAL BAGUETTE,2,1.2,2.4
153567,1/28/2021,13:57,BANETTE,2,1.05,2.1
153568,1/28/2021,13:57,PAIN,1,1.15,1.15
153570,1/28/2021,14:04,PAIN AU CHOCOLAT,1,1.2,1.2
153572,1/28/2021,17:12,TRADITIONAL BAGUETTE,1,1.2,1.2
153575,1/28/2021,17:40,COUPE,2,0.15,0.3
153576,1/28/2021,17:44,SPECIAL BREAD,1,2.4,2.4
153581,1/28/2021,18:12,TRADITIONAL BAGUETTE,1,1.2,1.2
153582,1/28/2021,18:14,KOUIGN AMANN,2,2.1,4.2
153582,1/28/2021,18:14,CROISSANT,1,1.1,1.1
153583,1/28/2021,18:18,COUPE,1,0.15,0.15
153584,1/28/2021,18:20,TRADITIONAL BAGUETTE,1,1.2,1.2
153586,1/28/2021,18:25,FICELLE,1,0.6,0.6
153589,1/28/2021,18:29,TRADITIONAL BAGUETTE,5,1.2,6
153596,1/29/2021,8:37,CAFE OU EAU,1,1,1
153597,1/29/2021,8:43,FORMULE SANDWICH,1,6.5,6.5
153597,1/29/2021,8:43,CROISSANT,3,1.1,3.3
153600,1/29/2021,8:48,PAIN AU CHOCOLAT,1,1.2,1.2
153600,1/29/2021,8:48,BAGUETTE,1,0.9,0.9
153602,1/29/2021,9:06,TRADITIONAL BAGUETTE,4,1.2,4.8
153603,1/29/2021,9:08,DEMI BAGUETTE,1,0.45,0.45
153605,1/29/2021,9:39,PAIN AUX RAISINS,2,1.4,2.8
153606,1/29/2021,9:46,BANETTE,2,1.05,2.1
153607,1/29/2021,9:47,CROISSANT,4,1.1,4.4
153607,1/29/2021,9:47,BAGUETTE,2,0.9,1.8
153609,1/29/2021,9:54,TRADITIONAL BAGUETTE,1,1.2,1.2
153611,1/29/2021,9:59,BAGUETTE,1,0.9,0.9
153614,1/29/2021,10:20,BAGUETTE,1,0.9,0.9
153615,1/29/2021,10:26,BANETTINE,1,0.6,0.6
153615,1/29/2021,10:26,TRADITIONAL BAGUETTE,1,1.2,1.2
153618,1/29/2021,10:32,TRADITIONAL BAGUETTE,2,1.2,2.4
153619,1/29/2021,10:34,BANETTE,1,1.05,1.05
153621,1/29/2021,10:41,PAIN AU CHOCOLAT,2,1.2,2.4
153622,1/29/2021,10:42,CEREAL BAGUETTE,4,1.25,5
153628,1/29/2021,11:24,TRADITIONAL BAGUETTE,1,1.2,1.2
153629,1/29/2021,11:25,BAGUETTE,1,0.9,0.9
153630,1/29/2021,11:26,TRADITIONAL BAGUETTE,1,1.2,1.2
153632,1/29/2021,11:31,BAGUETTE,1,0.9,0.9
153633,1/29/2021,11:37,TRADITIONAL BAGUETTE,3,1.2,3.6
153634,1/29/2021,11:44,SPECIAL BREAD,1,2.4,2.4
153635,1/29/2021,11:47,PAIN AU CHOCOLAT,2,1.2,2.4
153636,1/29/2021,11:49,CROISSANT,1,1.1,1.1
153640,1/29/2021,11:58,SPECIAL BREAD KG,1,4.8,4.8
153643,1/29/2021,12:04,FONDANT CHOCOLAT,3,2.5,7.5
153643,1/29/2021,12:04,TRADITIONAL BAGUETTE,2,1.2,2.4
153644,1/29/2021,12:05,TRADITIONAL BAGUETTE,3,1.2,3.6
153645,1/29/2021,12:07,DIVERS VIENNOISERIE,1,6,6
153645,1/29/2021,12:07,SPECIAL BREAD,2,2.4,4.8
153645,1/29/2021,12:07,COUPE,2,0.15,0.3
153645,1/29/2021,12:07,PAIN AU CHOCOLAT,2,1.2,2.4
153645,1/29/2021,12:07,CROISSANT,2,1.1,2.2
153645,1/29/2021,12:07,BAGUETTE,2,0.9,1.8
153646,1/29/2021,12:15,TARTELETTE,6,2,12
153646,1/29/2021,12:15,COUPE,3,0.15,0.45
153646,1/29/2021,12:15,BOULE 200G,3,1.1,3.3
153647,1/29/2021,12:16,BANETTE,1,1.05,1.05
153648,1/29/2021,12:16,TARTELETTE,1,2,2
153648,1/29/2021,12:16,CROISSANT,2,1.1,2.2
153648,1/29/2021,12:16,TRADITIONAL BAGUETTE,1,1.2,1.2
153650,1/29/2021,12:19,TRADITIONAL BAGUETTE,1,1.2,1.2
153651,1/29/2021,12:20,MOISSON,1,2,2
153651,1/29/2021,12:20,COUPE,1,0.15,0.15
153653,1/29/2021,12:26,PAIN BANETTE,1,1.4,1.4
153654,1/29/2021,12:27,BOULE 400G,1,1.5,1.5
153654,1/29/2021,12:27,COUPE,1,0.15,0.15
153655,1/29/2021,12:28,PAIN,1,1.15,1.15
153656,1/29/2021,12:29,TRADITIONAL BAGUETTE,1,1.2,1.2
153657,1/29/2021,12:30,TRADITIONAL BAGUETTE,4,1.2,4.8
153658,1/29/2021,12:32,TRADITIONAL BAGUETTE,2,1.2,2.4
153659,1/29/2021,12:33,PAIN AU CHOCOLAT,2,1.2,2.4
153664,1/29/2021,12:39,BOULE 200G,2,1.1,2.2
153664,1/29/2021,12:39,BANETTE,2,1.05,2.1
153664,1/29/2021,12:39,COUPE,2,0.15,0.3
153666,1/29/2021,12:45,DIVERS PATISSERIE,1,12,12
153670,1/29/2021,12:55,TRADITIONAL BAGUETTE,1,1.2,1.2
153671,1/29/2021,12:58,BOULE 400G,1,1.5,1.5
153673,1/29/2021,13:01,CAMPAGNE,1,1.8,1.8
153673,1/29/2021,13:01,TARTELETTE,2,2,4
153675,1/29/2021,13:07,TRADITIONAL BAGUETTE,1,1.2,1.2
153677,1/29/2021,13:09,BANETTE,2,1.05,2.1
153681,1/29/2021,13:15,CHAUSSON AUX POMMES,2,1.4,2.8
153682,1/29/2021,13:16,SANDWICH COMPLET,2,4.5,9
153684,1/29/2021,13:19,BAGUETTE,2,0.9,1.8
153685,1/29/2021,13:25,FORMULE SANDWICH,1,6.5,6.5
153686,1/29/2021,13:30,FORMULE SANDWICH,1,6.5,6.5
153688,1/29/2021,13:40,SANDWICH COMPLET,1,4.5,4.5
153691,1/29/2021,13:41,TRADITIONAL BAGUETTE,2,1.2,2.4
153693,1/29/2021,13:43,TRADITIONAL BAGUETTE,1,1.2,1.2
153693,1/29/2021,13:43,BANETTINE,1,0.6,0.6
153694,1/29/2021,13:49,CROISSANT,2,1.1,2.2
153696,1/29/2021,13:53,TRADITIONAL BAGUETTE,2,1.2,2.4
153698,1/29/2021,14:03,BOISSON 33CL,2,1.5,3
153700,1/29/2021,14:06,FLAN ABRICOT,1,2.1,2.1
153703,1/29/2021,17:13,COUPE,1,0.15,0.15
153703,1/29/2021,17:13,CAMPAGNE,1,1.8,1.8
153704,1/29/2021,17:29,BANETTE,2,1.05,2.1
153705,1/29/2021,17:32,DIVERS VIENNOISERIE,1,1.2,1.2
153707,1/29/2021,17:44,CEREAL BAGUETTE,1,1.25,1.25
153708,1/29/2021,17:46,TRADITIONAL BAGUETTE,1,1.2,1.2
153709,1/29/2021,17:48,CEREAL BAGUETTE,3,1.25,3.75
153711,1/29/2021,17:59,PAIN AU CHOCOLAT,1,1.2,1.2
153711,1/29/2021,17:59,CROISSANT,1,1.1,1.1
153711,1/29/2021,17:59,COUPE,1,0.15,0.15
153712,1/29/2021,18:17,CAMPAGNE,1,1.8,1.8
153713,1/29/2021,18:37,BANETTINE,2,0.6,1.2
153714,1/29/2021,18:41,BAGUETTE,1,0.9,0.9
153715,1/29/2021,18:44,SPECIAL BREAD,1,2.4,2.4
153724,1/30/2021,9:14,SANDWICH COMPLET,1,4.5,4.5
153727,1/30/2021,9:30,TRADITIONAL BAGUETTE,1,1.2,1.2
153729,1/30/2021,9:44,CROISSANT,1,1.1,1.1
153731,1/30/2021,9:52,SAND JB EMMENTAL,1,3.5,3.5
153731,1/30/2021,9:52,BOULE 200G,1,1.1,1.1
153734,1/30/2021,9:55,SPECIAL BREAD,1,2.4,2.4
153734,1/30/2021,9:55,COUPE,1,0.15,0.15
153736,1/30/2021,10:01,TRADITIONAL BAGUETTE,1,1.2,1.2
153738,1/30/2021,10:08,BAGUETTE,1,0.9,0.9
153739,1/30/2021,10:12,TRADITIONAL BAGUETTE,1,1.2,1.2
153740,1/30/2021,10:13,BANETTE,2,1.05,2.1
153740,1/30/2021,10:13,COUPE,1,0.15,0.15
153742,1/30/2021,10:15,DIVERS VIENNOISERIE,1,1.6,1.6
153743,1/30/2021,10:19,BAGUETTE,1,0.9,0.9
153744,1/30/2021,10:25,TRADITIONAL BAGUETTE,1,1.2,1.2
153752,1/30/2021,10:44,SANDWICH COMPLET,1,4.5,4.5
153755,1/30/2021,10:46,TRADITIONAL BAGUETTE,1,1.2,1.2
153756,1/30/2021,10:48,CROISSANT,3,1.1,3.3
